Index;Text;Cause;Effect;Offset_Sentence2;Offset_Sentence3;Cause_Start;Cause_End;Effect_Start;Effect_End;Sentence
0364.00001.2;Algonquin Power & Utilities Corp (NYSE:AQN) Declares Quarterly Dividend of $0.14 . Investors of record on Monday, September 30th will be given a dividend of 0.142 per share by the utilities provider on Tuesday, October 15th. This represents a $0.57 annualized dividend and a yield of 4.13%.;Algonquin Power & Utilities Corp (NYSE:AQN) Declares Quarterly Dividend of $0.14 .;This represents a $0.57 annualized dividend and a yield of 4.13%.;82.0;224.0;0;82;225;290;<e1>Algonquin Power & Utilities Corp (NYSE:AQN) Declares Quarterly Dividend of $0.14 .</e1> Investors of record on Monday, September 30th will be given a dividend of 0.142 per share by the utilities provider on Tuesday, October 15th. <e2>This represents a $0.57 annualized dividend and a yield of 4.13%.</e2>
0364.00004;Analysts expect Algonquin Power & Utilities to earn $0.66 per share next year, which means the company should continue to be able to cover its $0.56 annual dividend with an expected future payout ratio of 84.8%.;Analysts expect Algonquin Power & Utilities to earn $0.66 per share next year;the company should continue to be able to cover its $0.56 annual dividend with an expected future payout ratio of 84.8%.;;;0;77;91;211;<e1>Analysts expect Algonquin Power & Utilities to earn $0.66 per share next year</e1>, which means <e2>the company should continue to be able to cover its $0.56 annual dividend with an expected future payout ratio of 84.8%.</e2>
0364.00014.1;Finally, TD Securities boosted their price target on shares of Algonquin Power & Utilities from $14.00 to $14.50 and gave the stock a buy rating in a research report on Monday, August 12th. One equities research analyst has rated the stock with a sell rating, four have issued a hold rating, five have given a buy rating and one has issued a strong buy rating to the stock. Algonquin Power & Utilities has an average rating of Buy and a consensus price target of $13.11.;Finally, TD Securities boosted their price target on shares of Algonquin Power & Utilities from $14.00 to $14.50 and gave the stock a buy rating in a research report on Monday, August 12th.;Algonquin Power & Utilities has an average rating of Buy and a consensus price target of $13.11.;189.0;373.0;0;189;374;470;<e1>Finally, TD Securities boosted their price target on shares of Algonquin Power & Utilities from $14.00 to $14.50 and gave the stock a buy rating in a research report on Monday, August 12th.</e1> One equities research analyst has rated the stock with a sell rating, four have issued a hold rating, five have given a buy rating and one has issued a strong buy rating to the stock. <e2>Algonquin Power & Utilities has an average rating of Buy and a consensus price target of $13.11.</e2>
0364.00014.2;Finally, TD Securities boosted their price target on shares of Algonquin Power & Utilities from $14.00 to $14.50 and gave the stock a buy rating in a research report on Monday, August 12th. One equities research analyst has rated the stock with a sell rating, four have issued a hold rating, five have given a buy rating and one has issued a strong buy rating to the stock. Algonquin Power & Utilities has an average rating of Buy and a consensus price target of $13.11.;One equities research analyst has rated the stock with a sell rating, four have issued a hold rating, five have given a buy rating and one has issued a strong buy rating to the stock.;Algonquin Power & Utilities has an average rating of Buy and a consensus price target of $13.11.;189.0;373.0;190;373;374;470;Finally, TD Securities boosted their price target on shares of Algonquin Power & Utilities from $14.00 to $14.50 and gave the stock a buy rating in a research report on Monday, August 12th. <e1>One equities research analyst has rated the stock with a sell rating, four have issued a hold rating, five have given a buy rating and one has issued a strong buy rating to the stock.</e1> <e2>Algonquin Power & Utilities has an average rating of Buy and a consensus price target of $13.11.</e2>
0365.00007;The domestically-focussed FTSE 250 also fell 0.6% with financials and industrials dragging the most, as most market participants were still unsure as to how the already chaotic Brexit process would now play out.;most market participants were still unsure as to how the already chaotic Brexit process would now play out.;The domestically-focussed FTSE 250 also fell 0.6% with financials and industrials dragging the most;;;104;211;0;99;<e2>The domestically-focussed FTSE 250 also fell 0.6% with financials and industrials dragging the most</e2>, as <e1>most market participants were still unsure as to how the already chaotic Brexit process would now play out.</e1>
0365.00012;Tobacco and nicotine e-cigarette makers Imperial Brands and British American Tobacco shed 3.5% and 1.8%, respectively, as the U.S. Congress began hearings this week about a mystery vaping-related lung disease.;the U.S. Congress began hearings this week about a mystery vaping-related lung disease.;Tobacco and nicotine e-cigarette makers Imperial Brands and British American Tobacco shed 3.5% and 1.8%, respectively,;;;122;209;0;118;<e2>Tobacco and nicotine e-cigarette makers Imperial Brands and British American Tobacco shed 3.5% and 1.8%, respectively,</e2> as <e1>the U.S. Congress began hearings this week about a mystery vaping-related lung disease.</e1>
0365.00013;Among midcaps, Card Factory gained 4% after announcing results and a special dividend while A.G. Barr added 3.4% as the soft drinks maker stuck to its annual forecast despite a disappointing first half.;announcing results and a special dividend while A.;Among midcaps, Card Factory gained 4%;;;44;94;0;37;<e2>Among midcaps, Card Factory gained 4%</e2> after <e1>announcing results and a special dividend while A.</e1>G. Barr added 3.4% as the soft drinks maker stuck to its annual forecast despite a disappointing first half.
0367.00014;Let's assume the Smiths contribute a decent amount to their respective 401ks (enough to meet the company match plus a bit more). Let's also assume the primary health-insuring spouse (Mr. Smith) is maxing out his HSA. This adds a healthy $2,000 to the Smith's monthly savings tally.;Let's assume the Smiths contribute a decent amount to their respective 401ks (enough to meet the company match plus a bit more).;This adds a healthy $2,000 to the Smith's monthly savings tally.;128.0;216.0;0;128;217;281;<e1>Let's assume the Smiths contribute a decent amount to their respective 401ks (enough to meet the company match plus a bit more).</e1> Let's also assume the primary health-insuring spouse (Mr. Smith) is maxing out his HSA. <e2>This adds a healthy $2,000 to the Smith's monthly savings tally.</e2>
0367.00021;A typical family of four could easily burn through $5,000 (or more) per month on common expenses, depending on circumstances.;common expenses, depending on circumstances.;A typical family of four could easily burn through $5,000 (or more) per month;;;81;125;0;77;<e2>A typical family of four could easily burn through $5,000 (or more) per month</e2> on <e1>common expenses, depending on circumstances.</e1>
0367.00059;If you make $30,000 a year as I did for a few years after college, saving 50% of a low income would be difficult.;If you make $30,000 a year as I did for a few years after college;saving 50% of a low income would be difficult.;;;0;65;67;113;<e1>If you make $30,000 a year as I did for a few years after college</e1>, <e2>saving 50% of a low income would be difficult.</e2>
0368.00001.1;BlackRock Enhanced Global Dividend Trust (NYSE:BOE) Holdings Decreased by BB&T Securities LLC BB&T Securities LLC lessened its stake in shares of BlackRock Enhanced Global Dividend Trust (NYSE:BOE) by 10.5% during the second quarter, according to the company in its most recent disclosure with the SEC. The fund owned 48,333 shares of the financial services provider's stock after selling 5,662 shares during the quarter. BB&T Securities LLC's holdings in BlackRock Enhanced Global Dividend Trust were worth $518,000 as of its most recent SEC filing.;BlackRock Enhanced Global Dividend Trust (NYSE:BOE) Holdings Decreased by BB&T Securities LLC BB&T Securities LLC lessened its stake in shares of BlackRock Enhanced Global Dividend Trust (NYSE:BOE) by 10.5% during the second quarter, according to the company in its most recent disclosure with the SEC.;The fund owned 48,333 shares of the financial services provider's stock after selling 5,662 shares during the quarter.;302.0;421.0;0;302;303;421;<e1>BlackRock Enhanced Global Dividend Trust (NYSE:BOE) Holdings Decreased by BB&T Securities LLC BB&T Securities LLC lessened its stake in shares of BlackRock Enhanced Global Dividend Trust (NYSE:BOE) by 10.5% during the second quarter, according to the company in its most recent disclosure with the SEC.</e1> <e2>The fund owned 48,333 shares of the financial services provider's stock after selling 5,662 shares during the quarter.</e2> BB&T Securities LLC's holdings in BlackRock Enhanced Global Dividend Trust were worth $518,000 as of its most recent SEC filing.
0368.00001.2;BlackRock Enhanced Global Dividend Trust (NYSE:BOE) Holdings Decreased by BB&T Securities LLC BB&T Securities LLC lessened its stake in shares of BlackRock Enhanced Global Dividend Trust (NYSE:BOE) by 10.5% during the second quarter, according to the company in its most recent disclosure with the SEC. The fund owned 48,333 shares of the financial services provider's stock after selling 5,662 shares during the quarter. BB&T Securities LLC's holdings in BlackRock Enhanced Global Dividend Trust were worth $518,000 as of its most recent SEC filing.;BlackRock Enhanced Global Dividend Trust (NYSE:BOE) Holdings Decreased by BB&T Securities LLC BB&T Securities LLC lessened its stake in shares of BlackRock Enhanced Global Dividend Trust (NYSE:BOE) by 10.5% during the second quarter, according to the company in its most recent disclosure with the SEC.;BB&T Securities LLC's holdings in BlackRock Enhanced Global Dividend Trust were worth $518,000 as of its most recent SEC filing.;302.0;421.0;0;302;422;550;<e1>BlackRock Enhanced Global Dividend Trust (NYSE:BOE) Holdings Decreased by BB&T Securities LLC BB&T Securities LLC lessened its stake in shares of BlackRock Enhanced Global Dividend Trust (NYSE:BOE) by 10.5% during the second quarter, according to the company in its most recent disclosure with the SEC.</e1> The fund owned 48,333 shares of the financial services provider's stock after selling 5,662 shares during the quarter. <e2>BB&T Securities LLC's holdings in BlackRock Enhanced Global Dividend Trust were worth $518,000 as of its most recent SEC filing.</e2>
0374.00001.1;Enerplus Corp (NYSE:ERF) Announces $0.01 Monthly Dividend Daily Ratings & News for Enerplus Complete the form below to receive the latest headlines and analysts' recommendations for Enerplus with our free daily email newsletter:  Enerplus Corp (NYSE:ERF) (TSE:ERF) announced a monthly dividend on Tuesday, August 20th, NASDAQ reports. Investors of record on Friday, August 30th will be given a dividend of 0.008 per share by the oil and natural gas company on Monday, September 16th. This represents a $0.10 dividend on an annualized basis and a dividend yield of 1.31%.;Enerplus Corp (NYSE:ERF) Announces $0.01 Monthly Dividend Daily Ratings & News for Enerplus Complete the form below to receive the latest headlines and analysts' recommendations for Enerplus with our free daily email newsletter:  Enerplus Corp (NYSE:ERF) (TSE:ERF) announced a monthly dividend on Tuesday, August 20th, NASDAQ reports.;Investors of record on Friday, August 30th will be given a dividend of 0.008 per share by the oil and natural gas company on Monday, September 16th.;334.0;483.0;0;334;335;483;<e1>Enerplus Corp (NYSE:ERF) Announces $0.01 Monthly Dividend Daily Ratings & News for Enerplus Complete the form below to receive the latest headlines and analysts' recommendations for Enerplus with our free daily email newsletter:  Enerplus Corp (NYSE:ERF) (TSE:ERF) announced a monthly dividend on Tuesday, August 20th, NASDAQ reports.</e1> <e2>Investors of record on Friday, August 30th will be given a dividend of 0.008 per share by the oil and natural gas company on Monday, September 16th.</e2> This represents a $0.10 dividend on an annualized basis and a dividend yield of 1.31%.
0374.00001.2;Enerplus Corp (NYSE:ERF) Announces $0.01 Monthly Dividend Daily Ratings & News for Enerplus Complete the form below to receive the latest headlines and analysts' recommendations for Enerplus with our free daily email newsletter:  Enerplus Corp (NYSE:ERF) (TSE:ERF) announced a monthly dividend on Tuesday, August 20th, NASDAQ reports. Investors of record on Friday, August 30th will be given a dividend of 0.008 per share by the oil and natural gas company on Monday, September 16th. This represents a $0.10 dividend on an annualized basis and a dividend yield of 1.31%.;Enerplus Corp (NYSE:ERF) Announces $0.01 Monthly Dividend Daily Ratings & News for Enerplus Complete the form below to receive the latest headlines and analysts' recommendations for Enerplus with our free daily email newsletter:  Enerplus Corp (NYSE:ERF) (TSE:ERF) announced a monthly dividend on Tuesday, August 20th, NASDAQ reports.;This represents a $0.10 dividend on an annualized basis and a dividend yield of 1.31%.;334.0;483.0;0;334;484;570;<e1>Enerplus Corp (NYSE:ERF) Announces $0.01 Monthly Dividend Daily Ratings & News for Enerplus Complete the form below to receive the latest headlines and analysts' recommendations for Enerplus with our free daily email newsletter:  Enerplus Corp (NYSE:ERF) (TSE:ERF) announced a monthly dividend on Tuesday, August 20th, NASDAQ reports.</e1> Investors of record on Friday, August 30th will be given a dividend of 0.008 per share by the oil and natural gas company on Monday, September 16th. <e2>This represents a $0.10 dividend on an annualized basis and a dividend yield of 1.31%.</e2>
0375.00040;Over the last decade Lockheed has paid out $16.11 B in dividends to shareholders in total. That puts the cumulative FCFaD at $15.31 B. Lockheed has had two years, FY 2012 and FY 2018, with negative FCFaD which is a bit of a concern.;Over the last decade Lockheed has paid out $16.11 B in dividends to shareholders in total.;That puts the cumulative FCFaD at $15.31 B. Lockheed has had two years, FY 2012 and FY 2018, with negative FCFaD which is a bit of a concern.;90.0;;0;90;91;232;<e1>Over the last decade Lockheed has paid out $16.11 B in dividends to shareholders in total.</e1> <e2>That puts the cumulative FCFaD at $15.31 B. Lockheed has had two years, FY 2012 and FY 2018, with negative FCFaD which is a bit of a concern.</e2>
0375.00043;Image by author data source: Lockheed Martin SEC filings  The $20.05 B spent on buybacks have reduced the share count from 388.9 M in FY 2009 to 286.8 M in FY 2018.;Image by author data source: Lockheed Martin SEC filings  The $20.05 B spent on buybacks;the share count from 388.9 M in FY 2009 to 286.8 M in FY 2018.;;;0;88;102;164;<e1>Image by author data source: Lockheed Martin SEC filings  The $20.05 B spent on buybacks</e1> have reduced <e2>the share count from 388.9 M in FY 2009 to 286.8 M in FY 2018.</e2>
0381.00004;Around 6,000 mainly British investors ploughed about £400m into the unregulated overseas property scheme through UK financial advisers and many released cash from their homes to fund the investment. Such consumers were hoping for 'guaranteed returns' of 10 per cent a year from luxury villas that never came as the company entered insolvency in 2016 and subsequently went bankrupt.;Such consumers were hoping for 'guaranteed returns' of 10 per cent a year from luxury villas that never came as the company entered insolvency in 2016 and subsequently went bankrupt.;Around 6,000 mainly British investors ploughed about £400m into the unregulated overseas property scheme through UK financial advisers and many released cash from their homes to fund the investment.;198.0;;199;381;0;198;<e2>Around 6,000 mainly British investors ploughed about £400m into the unregulated overseas property scheme through UK financial advisers and many released cash from their homes to fund the investment.</e2> <e1>Such consumers were hoping for 'guaranteed returns' of 10 per cent a year from luxury villas that never came as the company entered insolvency in 2016 and subsequently went bankrupt.</e1>
0386.00007;The biotechnology company reported ($0.25) earnings per share for the quarter, topping analysts' consensus estimates of ($0.30) by $0.05.;The biotechnology company reported ($0.25) earnings per share for the quarter;topping analysts' consensus estimates of ($0.30) by $0.05.;;;0;77;79;137;<e1>The biotechnology company reported ($0.25) earnings per share for the quarter</e1>, <e2>topping analysts' consensus estimates of ($0.30) by $0.05.</e2>
0386.00014;Shares of NASDAQ:XON traded up $0.17 on Tuesday, reaching $6.42.;Shares of NASDAQ:XON traded up $0.17 on Tuesday;reaching $6.42.;;;0;47;49;64;<e1>Shares of NASDAQ:XON traded up $0.17 on Tuesday</e1>, <e2>reaching $6.42.</e2>
0386.00022;Also, insider Donald P. Lehr sold 4,822 shares of Intrexon stock in a transaction dated Monday, July 1st. The stock was sold at an average price of $7.76, for a total value of $37,418.72. Following the completion of the transaction, the insider now owns 62,298 shares in the company, valued at $483,432.48.;Also, insider Donald P. Lehr sold 4,822 shares of Intrexon stock in a transaction dated Monday, July 1st.;Following the completion of the transaction, the insider now owns 62,298 shares in the company, valued at $483,432.48.;105.0;187.0;0;105;188;306;<e1>Also, insider Donald P. Lehr sold 4,822 shares of Intrexon stock in a transaction dated Monday, July 1st.</e1> The stock was sold at an average price of $7.76, for a total value of $37,418.72. <e2>Following the completion of the transaction, the insider now owns 62,298 shares in the company, valued at $483,432.48.</e2>
0387.00045;Currently, one of our favorite picks in Anally Capital (NLY) with a yield of 12%, and which can double in price in case we hit a recession.;we hit a recession.;Currently, one of our favorite picks in Anally Capital (NLY) with a yield of 12%, and which can double in price;;;120;139;0;111;<e2>Currently, one of our favorite picks in Anally Capital (NLY) with a yield of 12%, and which can double in price</e2> in case <e1>we hit a recession.</e1>
0390.00002;Major shareholders that own 10% or more of a company's shares are required to disclose their sales and purchases with the SEC.  Shares of BNED stock traded up $0.05 on Wednesday, hitting $3.35. 451,356 shares of the company's stock traded hands, compared to its average volume of 665,159.;Major shareholders that own 10% or more of a company's shares are required to disclose their sales and purchases with the SEC.  Shares of BNED stock traded up $0.05 on Wednesday;hitting $3.35.;;;0;177;179;193;<e1>Major shareholders that own 10% or more of a company's shares are required to disclose their sales and purchases with the SEC.  Shares of BNED stock traded up $0.05 on Wednesday</e1>, <e2>hitting $3.35.</e2> 451,356 shares of the company's stock traded hands, compared to its average volume of 665,159.
0390.00011;BNP Paribas Arbitrage SA grew its holdings in shares of Barnes & Noble Education by 108.5% during the 1st quarter. BNP Paribas Arbitrage SA now owns 9,317 shares of the specialty retailer's stock valued at $39,000 after purchasing an additional 4,848 shares during the last quarter.;BNP Paribas Arbitrage SA grew its holdings in shares of Barnes & Noble Education by 108.5% during the 1st quarter.;BNP Paribas Arbitrage SA now owns 9,317 shares of the specialty retailer's stock valued at $39,000 after purchasing an additional 4,848 shares during the last quarter.;114.0;;0;114;115;282;<e1>BNP Paribas Arbitrage SA grew its holdings in shares of Barnes & Noble Education by 108.5% during the 1st quarter.</e1> <e2>BNP Paribas Arbitrage SA now owns 9,317 shares of the specialty retailer's stock valued at $39,000 after purchasing an additional 4,848 shares during the last quarter.</e2>
0394.00030.1;Since the 1990s, China has made numerous efforts to design and fabricate its own chips investing billions of dollars in several companies but mostly not succeeded. China imports about 80% of its microchip requirement. In 2017, it spent $260 billion on imports of semiconductors and chips, more than its imports of crude oil.;Since the 1990s, China has made numerous efforts to design and fabricate its own chips investing billions of dollars in several companies but mostly not succeeded.;China imports about 80% of its microchip requirement.;163.0;217.0;0;163;164;217;<e1>Since the 1990s, China has made numerous efforts to design and fabricate its own chips investing billions of dollars in several companies but mostly not succeeded.</e1> <e2>China imports about 80% of its microchip requirement.</e2> In 2017, it spent $260 billion on imports of semiconductors and chips, more than its imports of crude oil.
0394.00030.2;Since the 1990s, China has made numerous efforts to design and fabricate its own chips investing billions of dollars in several companies but mostly not succeeded. China imports about 80% of its microchip requirement. In 2017, it spent $260 billion on imports of semiconductors and chips, more than its imports of crude oil.;Since the 1990s, China has made numerous efforts to design and fabricate its own chips investing billions of dollars in several companies but mostly not succeeded.;In 2017, it spent $260 billion on imports of semiconductors and chips, more than its imports of crude oil.;163.0;217.0;0;163;218;324;<e1>Since the 1990s, China has made numerous efforts to design and fabricate its own chips investing billions of dollars in several companies but mostly not succeeded.</e1> China imports about 80% of its microchip requirement. <e2>In 2017, it spent $260 billion on imports of semiconductors and chips, more than its imports of crude oil.</e2>
0394.00039;For example, a quarter of the Chinese production capacity used by global sportswear brands is lying idle, according to an industry source, as the trade war pushes the biggest labels out of the Chinese factories.;the trade war pushes the biggest labels out of the Chinese factories.;For example, a quarter of the Chinese production capacity used by global sportswear brands is lying idle, according to an industry source;;;142;211;0;137;<e2>For example, a quarter of the Chinese production capacity used by global sportswear brands is lying idle, according to an industry source</e2>, as <e1>the trade war pushes the biggest labels out of the Chinese factories.</e1>
0394.00051;China announced a range of US goods to be exempted from 25 percent extra tariffs put in place earlier, as China seeks to ease the impact from the trade war without lifting charges on major agricultural items such as soybeans and pork.;China seeks to ease the impact from the trade war without lifting charges on major agricultural items such as soybeans and pork.;China announced a range of US goods to be exempted from 25 percent extra tariffs put in place earlier;;;106;234;0;101;<e2>China announced a range of US goods to be exempted from 25 percent extra tariffs put in place earlier</e2>, as <e1>China seeks to ease the impact from the trade war without lifting charges on major agricultural items such as soybeans and pork.</e1>
0395.00006.1;In recent years, it has enjoyed breakneck growth and popularity among young female shoppers, at a time when J.Crew has struggled with declining sales, turnover in the C-suite and a brand identity crisis. In 2018, Madewell's revenues grew by 32% to $614 million, according to a filing. The company is also profitable, recording net income of $60 million last year, up from $45 million in 2017 and $12 million in 2016.;In recent years, it has enjoyed breakneck growth and popularity among young female shoppers, at a time when J.Crew has struggled with declining sales, turnover in the C-suite and a brand identity crisis.;In 2018, Madewell's revenues grew by 32% to $614 million, according to a filing.;203.0;284.0;0;203;204;284;<e1>In recent years, it has enjoyed breakneck growth and popularity among young female shoppers, at a time when J.Crew has struggled with declining sales, turnover in the C-suite and a brand identity crisis.</e1> <e2>In 2018, Madewell's revenues grew by 32% to $614 million, according to a filing.</e2> The company is also profitable, recording net income of $60 million last year, up from $45 million in 2017 and $12 million in 2016.
0395.00006.2;In recent years, it has enjoyed breakneck growth and popularity among young female shoppers, at a time when J.Crew has struggled with declining sales, turnover in the C-suite and a brand identity crisis. In 2018, Madewell's revenues grew by 32% to $614 million, according to a filing. The company is also profitable, recording net income of $60 million last year, up from $45 million in 2017 and $12 million in 2016.;In recent years, it has enjoyed breakneck growth and popularity among young female shoppers, at a time when J.Crew has struggled with declining sales, turnover in the C-suite and a brand identity crisis.;The company is also profitable, recording net income of $60 million last year, up from $45 million in 2017 and $12 million in 2016.;203.0;284.0;0;203;285;416;<e1>In recent years, it has enjoyed breakneck growth and popularity among young female shoppers, at a time when J.Crew has struggled with declining sales, turnover in the C-suite and a brand identity crisis.</e1> In 2018, Madewell's revenues grew by 32% to $614 million, according to a filing. <e2>The company is also profitable, recording net income of $60 million last year, up from $45 million in 2017 and $12 million in 2016.</e2>
0402.00023;California Public Employees Retirement System boosted its holdings in Travelzoo by 95.5% during the first quarter. California Public Employees Retirement System now owns 198,400 shares of the information services provider's stock valued at $2,659,000 after acquiring an additional 96,900 shares during the period.;California Public Employees Retirement System boosted its holdings in Travelzoo by 95.5% during the first quarter.;California Public Employees Retirement System now owns 198,400 shares of the information services provider's stock valued at $2,659,000 after acquiring an additional 96,900 shares during the period.;114.0;;0;114;115;313;<e1>California Public Employees Retirement System boosted its holdings in Travelzoo by 95.5% during the first quarter.</e1> <e2>California Public Employees Retirement System now owns 198,400 shares of the information services provider's stock valued at $2,659,000 after acquiring an additional 96,900 shares during the period.</e2>
0402.00024;AJO LP lifted its stake in shares of Travelzoo by 39.7% in the first quarter. AJO LP now owns 207,095 shares of the information services provider's stock valued at $2,775,000 after buying an additional 58,849 shares during the period.;AJO LP lifted its stake in shares of Travelzoo by 39.7% in the first quarter.;AJO LP now owns 207,095 shares of the information services provider's stock valued at $2,775,000 after buying an additional 58,849 shares during the period.;77.0;;0;77;78;234;<e1>AJO LP lifted its stake in shares of Travelzoo by 39.7% in the first quarter.</e1> <e2>AJO LP now owns 207,095 shares of the information services provider's stock valued at $2,775,000 after buying an additional 58,849 shares during the period.</e2>
0403.00001;Plano-based Toyota invests $391 million in upgrades at San Antonio assembly plant It's part of Toyota's larger plan to invest $13 billion in its U.S. operations through 2021.;Toyota's larger plan to invest $13 billion in its U.S. operations through 2021.;Plano-based Toyota invests $391 million in upgrades at San Antonio assembly plant;;;95;174;0;81;<e2>Plano-based Toyota invests $391 million in upgrades at San Antonio assembly plant</e2> It's part of <e1>Toyota's larger plan to invest $13 billion in its U.S. operations through 2021.</e1>
0411.00001.1;Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports. Shareholders of record on Tuesday, September 17th will be paid a dividend of 0.30 per share on Thursday, September 19th. This represents a yield of 0.7%.;Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports.;Shareholders of record on Tuesday, September 17th will be paid a dividend of 0.30 per share on Thursday, September 19th.;200.0;321.0;0;200;201;321;<e1>Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports.</e1> <e2>Shareholders of record on Tuesday, September 17th will be paid a dividend of 0.30 per share on Thursday, September 19th.</e2> This represents a yield of 0.7%.
0411.00001.2;Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports. Shareholders of record on Tuesday, September 17th will be paid a dividend of 0.30 per share on Thursday, September 19th. This represents a yield of 0.7%.;Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports.;This represents a yield of 0.7%.;200.0;321.0;0;200;322;354;<e1>Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) Plans  -  Dividend of $0.30 Tweet  Vanguard Mid-Cap Growth ETF (NYSEARCA:VOT) declared a  -  dividend on Monday, September 16th, Wall Street Journal reports.</e1> Shareholders of record on Tuesday, September 17th will be paid a dividend of 0.30 per share on Thursday, September 19th. <e2>This represents a yield of 0.7%.</e2>
0418.00001.1;Invesco Global Water ETF (NASDAQ:PIO) Announces  -  Dividend of $0.08 Invesco Global Water ETF (NASDAQ:PIO) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports. Investors of record on Tuesday, September 24th will be given a dividend of 0.0792 per share on Monday, September 30th. This represents a yield of 1.5%.;Invesco Global Water ETF (NASDAQ:PIO) Announces  -  Dividend of $0.08 Invesco Global Water ETF (NASDAQ:PIO) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports.;Investors of record on Tuesday, September 24th will be given a dividend of 0.0792 per share on Monday, September 30th.;188.0;307.0;0;188;189;307;<e1>Invesco Global Water ETF (NASDAQ:PIO) Announces  -  Dividend of $0.08 Invesco Global Water ETF (NASDAQ:PIO) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports.</e1> <e2>Investors of record on Tuesday, September 24th will be given a dividend of 0.0792 per share on Monday, September 30th.</e2> This represents a yield of 1.5%.
0418.00001.2;Invesco Global Water ETF (NASDAQ:PIO) Announces  -  Dividend of $0.08 Invesco Global Water ETF (NASDAQ:PIO) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports. Investors of record on Tuesday, September 24th will be given a dividend of 0.0792 per share on Monday, September 30th. This represents a yield of 1.5%.;Invesco Global Water ETF (NASDAQ:PIO) Announces  -  Dividend of $0.08 Invesco Global Water ETF (NASDAQ:PIO) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports.;This represents a yield of 1.5%.;188.0;307.0;0;188;308;340;<e1>Invesco Global Water ETF (NASDAQ:PIO) Announces  -  Dividend of $0.08 Invesco Global Water ETF (NASDAQ:PIO) announced a  -  dividend on Monday, September 23rd, Wall Street Journal reports.</e1> Investors of record on Tuesday, September 24th will be given a dividend of 0.0792 per share on Monday, September 30th. <e2>This represents a yield of 1.5%.</e2>
0425.00020;By comparison, federal capital-gains tax receipts were a mere $7.9 billion in 1977 (the equivalent of about $31 billion in 2017 dollars), according to the Treasury Department. The effective maximum federal capital-gains tax was then 49%.;The effective maximum federal capital-gains tax was then 49%.;By comparison, federal capital-gains tax receipts were a mere $7.9 billion in 1977 (the equivalent of about $31 billion in 2017 dollars), according to the Treasury Department.;175.0;;176;237;0;175;<e2>By comparison, federal capital-gains tax receipts were a mere $7.9 billion in 1977 (the equivalent of about $31 billion in 2017 dollars), according to the Treasury Department.</e2> <e1>The effective maximum federal capital-gains tax was then 49%.</e1>
0433.00014;To achieve this dividend income in time for my retirement, the portfolio must grow with an organic dividend income of 8% YoY and cash contributions must grow 4% annually.;To achieve this dividend income in time for my retirement;the portfolio must grow with an organic dividend income of 8% YoY and cash contributions must grow 4% annually.;;;0;57;59;170;<e1>To achieve this dividend income in time for my retirement</e1>, <e2>the portfolio must grow with an organic dividend income of 8% YoY and cash contributions must grow 4% annually.</e2>
0433.00033;To limit the effect of a protracted bear market in any one industry, I aim to keep the dividend income and portfolio value for each industry under 20%.;To limit the effect of a protracted bear market in any one industry;I aim to keep the dividend income and portfolio value for each industry under 20%.;;;0;67;69;151;<e1>To limit the effect of a protracted bear market in any one industry</e1>, <e2>I aim to keep the dividend income and portfolio value for each industry under 20%.</e2>
0433.00049;The DGR in the Roth is lower at 5.4% due primarily to its holding of REITs.;its holding of REITs.;The DGR in the Roth is lower at 5.4%;;;54;75;0;36;<e2>The DGR in the Roth is lower at 5.4%</e2> due primarily to <e1>its holding of REITs.</e1>
0439.00003;Shares of BATS:PBDM traded down $1.22 during midday trading on Monday, reaching $22.82.;Shares of BATS:PBDM traded down $1.22 during midday trading on Monday;reaching $22.82.;;;0;69;71;87;<e1>Shares of BATS:PBDM traded down $1.22 during midday trading on Monday</e1>, <e2>reaching $22.82.</e2>
